,Unnamed: 0,title,publication date,subject,journal,DOI,author,abstract,from_database,tfidf_score
1005,2581,Keyword extraction for film reviews based on social network analysis and natural language technology,2020-09-15 00:00:00,,E3S Web of Conferences,10.1051/e3sconf/202018903019,,,scopus,0.41468509157477473
442,1351,Dynamic time warping outperforms Pearson correlation in detecting atypical functional connectivity in autism spectrum disorders.,2020-09-17 00:00:00,,NeuroImage,S1053-8119(20)30868-5,,"Resting state fMRI (rsfMRI) is frequently used to study brain function, including in clinical populations. Similarity of blood-oxygen-level-dependent (BOLD) fluctuations during rsfMRI between brain regions is thought to reflect intrinsic functional connectivity (FC), potentially due to history of coactivation. To quantify similarity, studies have almost exclusively relied on Pearson correlation, which assumes linearity and can therefore underestimate FC if the hemodynamic response function differs regionally or there is BOLD signal lag between timeseries. Here we show in three cohorts of children, adolescents and adults, with and without autism spectrum disorders (ASDs), that measuring the similarity of BOLD signal fluctuations using non-linear dynamic time warping (DTW) is more robust to global signal regression (GSR), has higher test-retest reliability and is more sensitive to task-related changes in FC. Additionally, when comparing FC between individuals with ASDs and typical controls, more group differences are detected using DTW. DTW estimates are also more related to ASD symptom severity and executive function, while Pearson correlation estimates of FC are more strongly associated with respiration during rsfMRI. Together these findings suggest that non-linear methods such as DTW improve estimation of resting state FC, particularly when studying clinical populations whose hemodynamics or neurovascular coupling may be altered compared to typical controls.",pubmed,0.4144895133893057
852,1822,Heterozygous de novo variants in CSNK1G1 are associated with syndromic developmental delay and autism spectrum disorder.,2020-10-12 00:00:00,,Clinical genetics,10.1111/cge.13851,,"The gamma-1 isoform of casein kinase 1, the protein encoded by CSNK1G1, is involved in the growth and morphogenesis of cells. This protein is expressed ubiquitously among many tissue types, including the brain, where it regulates the phosphorylation of N-methyl-D-aspartate receptors and plays a role in synaptic transmission. One prior individual with a de novo variant in CSNK1G presenting with severe developmental delay and early-onset epilepsy has been reported. Here we report an updated clinical history of this previously published case, as well as four additional individuals with de novo variants in CSNK1G1 identified via microarray-based comparative genomic hybridization, exome, or genome sequencing. All individuals (n = 5) had developmental delay. At least three individuals had diagnoses of autism spectrum disorder. All participants were noted to have dysmorphic facial features, although the reported findings varied widely and therefore may not clearly be recognizable. None of the participants had additional major malformations. Taken together, our data suggest that CSNK1G1 may be a cause of syndromic developmental delay and possibly autism spectrum disorder.",pubmed,0.41412009443048736
321,1211,Short report: Development and utility of the Family-Centered Autism Navigation interview.,2020-11-25 00:00:00,,Autism : the international journal of research and practice,10.1177/1362361320972890,,"When a parent learns of their child's autism diagnosis, they may be overwhelmed, confused, and frustrated. Family navigation services are designed to improve access to care. While these services are a promising intervention to enhance well-being and developmental outcomes, there are limited tools that can systematically facilitate the development of a shared navigation plan that prioritizes the concerns of the family. The Family-Centered Autism Navigation semi-structured interview guide is designed for family navigators to triage and prioritize caregiver's needs to coordinate and navigate systems of care after learning of their child's autism spectrum disorder diagnosis. The goals of the Family-Centered Autism Navigation interview are to (1) identify family and child strengths; (2) identify family/caregiver concerns regarding navigation of services and systems following their child's diagnosis of autism; (3) measure change in caregiver knowledge, ability and skill as it relates to understanding, remembering, and evaluating information they receive; and (4) assist with the development of a shared navigation plan. When using the Family-Centered Autism Navigation guide, family navigators and caregivers co-create a family-centered, prioritized action plan that supports and prepares caregivers as they navigate systems of care. This short report describes the development process of the Family-Centered Autism Navigation semi-structured interview guide. We utilized brief interviews (<i>n</i> = 42), expert feedback (<i>n</i> = 13), and quality improvement strategies (<i>n</i> = 2 family navigators) to develop the questions and determine the usability of the Family-Centered Autism Navigation interview in practice.",pubmed,0.4117843002318442
589,1522,Feeding and eating problems in children and adolescents with autism: A scoping review.,2021-03-02 00:00:00,,Autism : the international journal of research and practice,10.1177/1362361321995631,,"Feeding problems, such as picky eating and food avoidance, are common in youth with autism. Other, broader difficulties with feeding and eating (eating disorder symptoms such as restricting food intake or preoccupation with body shape or weight and insistence on specific food presentation) are also common in autistic individuals. Here, we describe the nature and extent of feeding and eating problems in youth with autism. We found no common characteristics (such as severity of autism symptoms) that best describe autistic youth who experience problems with feeding or eating. Almost all studies we reviewed focused on problems with feeding (selective or picky eating), and only a few studies focused on eating disorder symptoms (concern with weight, shape, and/or body image). However, some researchers reported that eating disorder symptoms may occur more often in autistic individuals compared to their peers without autism. Many studies used the terms ""feeding"" and ""eating"" problems interchangeably, but understanding the difference between these problems is important for researchers to be consistent, as well as for proper identification and treatment. We suggest future researchers use ""eating problems"" when behaviors involve preoccupation with food, eating, or body image, and ""feeding problems"" when this preoccupation is absent. We highlight the importance of understanding whether feeding or eating problems are separate from autism traits, and the role of caregivers and other adults in the child's treatment. Considerations for health-care providers to assist with diagnosis and treatment are also provided.",pubmed,0.41064558510564303
18,134,Factors related to providers screening children for behavioral health risks in primary care settings,,Pediatrics,,10.1016/j.pedn.2020.12.014,"{'given': 'Lisa M.', 'family': 'Jones', 'sequence': 'first', 'affiliation': []}",,crossref,0.4106257405622114
871,1844,"""No one could calm him down"": Mothers' experience of autism diagnosis and obtainment of resources in an urban public school district.",,,"Families, systems & health : the journal of collaborative family healthcare",10.1037/fsh0000527,,"<b>
                        <i>Introduction:</i>
                    </b> The purpose of this study was to explore the experience of accessing autism diagnosis and resources in a Midwest urban public school district for diverse mothers of children with autism spectrum disorder. <b>
                        <i>Method:</i>
                    </b> We employed thematic analysis using narrative inquiry methodology to analyze the data from 9 mothers (<i>n</i> = 5 African American, <i>n</i> = 2 Hispanic, and <i>n</i> = 2 White) who participated in a focus group. <b>
                        <i>Results:</i>
                    </b> Three themes were identified by the researchers: (a) late medical diagnosis (subthemes: problems that parents didn't perceive as signs of autism spectrum disorder, making comparisons to other siblings or children), (b) negative communication experiences (subthemes: husband and wife, parent and educational professionals), and (c) coping strategies (subthemes: resources, prayer). <b>
                        <i>Discussion:</i>
                    </b> The mothers' narratives indicated a strong need for advocacy and parent-school partnership. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",pubmed,0.4090296835921508
64,482,Automated diagnosis of attacks in internet of things using machine learning and frequency distribution techniques,,,,10.11591/eei.v10i2.2766,"{'given': 'Toufik', 'family': 'Ghrib', 'sequence': 'first', 'affiliation': []}","<jats:p>The Internet of Things (IoT) is the interconnection of things around us to make our daily process more efficient by providing more comfort and productivity. However, these connections also reveal a lot of sensitive data. Therefore, thinking about the methods of information security and coding are important as the security approaches that rely heavily on coding are not a strong match for these restricted devices. Consequently, this research aims to contribute to filling this gap, which adopts machine learning techniques to enhance network-level security in the low-power devices that use the lightweight MQTT protocol for their work. This study used a set of tools tools and, through various techniques, trained the proposed system ranging from Ensemble methods to deep learning models. The system has come to know what type of attack has occurred, which helps protect IoT devices. The log loss of the Ensemble methods is 0.44, and the accuracy of multi-class classification is 98.72% after converting the table data into an image set. The work also uses a Convolution Neural Network, which has a log loss of 0.019 and an accuracy of 99.3%. It also aims to implement these functions in IDS.</jats:p>",crossref,0.4080993041254291
164,1033,Fetal Brain MRI Findings Predict Neurodevelopment in Children with Tuberous Sclerosis Complex.,2021-02-25 00:00:00,,The Journal of pediatrics,S0022-3476(21)00199-2,,"To correlate fetal brain MRI findings with epilepsy characteristics and neurodevelopment at two years of age in children with Tuberous Sclerosis Complex (TSC) in order to improve prenatal counseling STUDY DESIGN: This retrospective cohort study was performed in a collaboration between centers of the EPISTOP consortium. We included children with definite TSC, fetal MRIs, and available follow-up data at two years of age. A pediatric neuroradiologist masked to the patient´s clinical characteristics evaluated all fetal MRIs. MRIs were categorized for each of the ten brain lobes as score 0: no (sub)cortical lesions or doubt; score 1: a single small lesion; score 2: more than one small lesion or at least one large lesion (> 5mm). Neurological manifestations were correlated to lesion sum scores RESULTS: Forty-one children were included. Median gestational age at MRI was 33.3 weeks; (sub)cortical lesions were detected in 97.6%. Mean lesion sum score was 4.5. At two years, 58.5% of patients had epilepsy and 22% had drug-resistant epilepsy. Cognitive, language, and motor development were delayed in 38%, 81%, and 50% of patients, respectively. Autism spectrum disorder (ASD) was diagnosed in 20.5%. Fetal MRI lesion sum scores were significantly associated with cognitive and motor development, and with ASD diagnosis, but not with epilepsy characteristics CONCLUSION: Fetal cerebral lesion scores correlate with neurodevelopment and ASD at two years in children with TSC.",pubmed,0.4077347366946768
585,1517,Sensory Reactivity Symptoms Are a Core Feature of ADNP Syndrome Irrespective of Autism Diagnosis.,2021-02-27 00:00:00,,Genes,351,,"<i>Background</i>: Activity dependent neuroprotective protein (ADNP) syndrome is one of the most common single-gene causes of autism spectrum disorder (ASD) and intellectual disability, however, the phenotypes remain poorly described. Here we examine the sensory reactivity phenotype in children and adolescents with ADNP syndrome. <i>Methods:</i> Twenty-two individuals with ADNP syndrome received comprehensive clinical evaluations including standardized observations, caregiver interviews, and questionnaires to assess sensory reactivity symptoms. Relationships between sensory symptoms and age, sex, ASD, IQ, and adaptive behavior were examined. Genotype-phenotype correlations with the recurrent p.Tyr719* variant were also explored. <i>Results:</i> Sensory reactivity symptoms were observed and reported in all participants. A syndrome-specific phenotype was identified, characterized by high levels of sensory seeking across tactile, auditory, and visual domains. Tactile hyporeactivity, characterized by pain insensitivity, was reported in the majority of participants. Sensory symptoms were identified across individuals regardless of age, sex, IQ, adaptive ability, genetic variant, and most importantly, ASD status. No significant differences were identified between participants with and without the recurrent p.Tyr719* variant on any sensory measure. <i>Conclusions:</i> Sensory reactivity symptoms are a common clinical feature of ADNP syndrome. Quantifying sensory reactivity using existing standardized measures will enhance understanding of sensory reactivity in individuals with ADNP syndrome and will aid in clinical care. The sensory domain may also represent a promising target for treatment in clinical trials.",pubmed,0.4076748354053839
357,1254,Safety and efficacy of complementary and alternative medicine in the treatment of autism spectrum disorder: A protocol for systematic review and meta-analysis.,,,Medicine,10.1097/MD.0000000000023128,,The purpose of this study is to evaluate the efficacy and safety of complementary and alternative medicine in the treatment of autism spectrum disorder.,pubmed,0.406990291841281
259,1140,The Co-existence of ADHD With Autism in Saudi Children: An Analysis Using Next-Generation DNA Sequencing.,2020-12-15 00:00:00,,Frontiers in genetics,10.3389/fgene.2020.548559,,"Attention-deficit/hyperactivity disorder (ADHD) is one of the most common neurodevelopmental disorders. Several studies have confirmed the co-existence of other neuropsychiatric disorders with ADHD. Out of 106 individuals suspected to have ADHD, eight Saudi Arabian pediatric patients were diagnosed with ADHD using a dual assessment procedure based on highly significant scores from the international criteria for diagnosis; (full form DMS) DSM-5. Then, these patients were examined for the co-existence of autism and ADHD using different international diagnostic protocols. Four patients with combined ADHD and autism and four ADHD patients without autism were examined for the presence of genetic variants. Six variants (chr1:98165091, chr6:32029183, chr6:32035603, chr6:32064098, chr8:2909992, chr16:84213434) were identified in 75% of the patients with ADHD and autism, indicating that these genes may have a possible role in causing autism. Five variants (The chr2:116525960, chr15:68624396, chr15:91452595, chr15:92647645, and chr16:82673047) may increase to the severity of ADHD. This study recommends screening these eleven variants in ADHD cases and their relevant controls to confirm the prevalence in the Saudi population. It is recommended that future studies examine the 11 variants in detail.",pubmed,0.40628433147083604
908,1887,[Complex disorders in children with sensorineural hearing loss - influence on the diagnosis of hearing pathology and hearing aid].,,,Vestnik otorinolaringologii,10.17116/otorino20208504130,,"The presence of additional disabilities (AD) in children with sensorineural hearing loss (SNHL) and influence of AD on age of hearing loss diagnosis and amplification were investigated. It was shown that 41% children with SNHL have different AD - pathology of the central neural system (including mental retardation, autism spectrum disorders, attention deficits), vision, motor and articulation impairments, cardiovascular, respiratory, urinary, digestive, endocrine diseases etc. 59% children among them have 2-3 AD. The most often combination of AD was pathology of central neural and motor systems. The genetic factor was revealed rarely in the group of children with AD than in children with SNHL only. The diagnosis of hearing loss before age 4 months was rarely in the group of children with AD. Possibly it is because of the most of such children got treatment in neonatal intensive care unit and didn't have access to universal newborn hearing screening. Moreover, SNHL might develop later as the outcome of their AD or their treatment. Suggestion about more late amplification in children with SNHL was confirmed. The cause might be wary relation of audiologists to amplification of children with AD and difficulties of this process.",pubmed,0.4056966990562299
332,1223,Practical applications of brief screening questionnaires for autism spectrum disorder in a psychiatry outpatient setting.,2020-11-20 00:00:00,,International journal of methods in psychiatric research,10.1002/mpr.1857,,"This study was designed to examine the diagnostic performance of the social and communication disorders checklist (SCDC) and strength and difficulties questionnaire (SDQ) to detect autism spectrum conditions (ASC), along with the social responsiveness scale-second edition (SRS-2) as reference, in a psychiatry outpatient setting.",pubmed,0.4045902125196499
1050,4003,How early do parent concerns predict later autism diagnosis?,2009,,… of developmental and …,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2919345/,"S Ozonoff, GS Young, MB Steinfeld…","… J Dev Behav Pediatr. 1988;9:199–204. . 8. Young RL,
Brewer N, Pattison C. Parental identification of early behavioral abnormalities
in children with autistic disorder. Autism. 2003;7:125–143 …",google_scholar,0.4025983788924382
137,1004,Association Study of <i>MTHFR</i> C677T Polymorphism and Birth Body Mass With Risk of Autism in Chinese Han Population.,2021-02-25 00:00:00,,Frontiers in psychiatry,10.3389/fpsyt.2021.560948,,"<b>Objective:</b> To explore the association of the methylenetetrahydrofolate reductase (<i>MTHFR</i>) C677T polymorphism with birth body mass and risk of autism in Chinese Han population. <b>Methods:</b> A total 1,505 Chinese Han autism patients were recruited, using the Diagnostic and Statistical Manual of Mental Disorders, 4th revised version (DSM-IV-R) diagnostic criteria for autism, and 1,308 sex-matched healthy controls were also enrolled for the study. All the participants' birth body masses were counted according to the medical records. The <i>MTHFR</i> C677T genotypes were detected using the polymerase chain reaction-restrict fragment length polymorphism (PCR-RFLP) method. The association between C677T polymorphism, birth body mass, and risk of autism were analyzed using the chi-square tests. <b>Results:</b> The present study found that the <i>MTHFR</i> 677T was significantly associated with risk of autism [<i>P</i> = 0.004, odds ratio (<i>OR</i>) = 1.18, 95% <i>CI</i> = 1.02-1.29). The autism children more frequently showed low birth body mass (<2.5 kg) than healthy control subjects (8.6 vs. 5.3%, <i>P</i> = 0.001, <i>OR</i> = 1.67, 95% <i>CI</i> = 1.24-2.26). The interactive effects between <i>MTHFR</i> 677T and low birth body mass (<i>P</i> = 0.0001, <i>OR</i> = 2.18, 95% <i>CI</i> = 1.44-3.32) were also significantly associated with risk of autism. <b>Conclusions:</b> The <i>MTHFR</i> C677T polymorphism and low birth body mass may be associated with risk of autism in Chinese Han population.",pubmed,0.40240219742222766
124,971,The Effect of the Mother’s Participation in Therapy on Children with Vocal Fold Nodules,,Otorhinolaryngology,,10.1177/00034894211002430,"{'ORCID': 'http://orcid.org/0000-0002-6018-7693', 'authenticated-orcid': False, 'given': 'Nevreste Didem', 'family': 'Sonbay Yılmaz', 'sequence': 'first', 'affiliation': [{'name': 'Depatment of Otolaryngology, Antalya Training and Research Hospital, Antalya, Turkey'}]}","<jats:sec><jats:title>Objectives:</jats:title><jats:p> Vocal fold nodules (VFN) are a bilateral epithelial thickening of the membranous vocal folds. In this study, children with VFN and their mothers took part in voice therapy. We then compared acoustic analyzes and subjective evaluations to those in previous literature to determine whether voice therapy is more effective for children with VFN when their mothers also take part in therapy. </jats:p></jats:sec><jats:sec><jats:title>Methods:</jats:title><jats:p> Children aged eight to 12 years who were diagnosed with bilateral VFN between January 2018 and January 2020 were included in this study. Participating children diagnosed with bilateral VFN were divided into two groups based on the wishes and cooperation of their families. Group 1 consisted of 16 patients; Group 2 included 17 patients. The children in Group 1 received voice therapy alone; children in Group 2 took part in therapy with their mothers. For all participants, the average fundemental frequency (F0), jitter percentages, shimmer percentages, maximum phonation time (MPT) and s/z ratios were measured. Pediatric voice handicap index (p-VHI) values were calculated as well. </jats:p></jats:sec><jats:sec><jats:title>Results:</jats:title><jats:p> The two groups’ measures pre-treatment and post-treatment were compared. Except for p-VHI, no significant difference was observed between the two groups. However, p-VHI post-treatment was significantly lower in Group 2 than in Group 1. </jats:p></jats:sec><jats:sec><jats:title>Conclusions:</jats:title><jats:p> Involving the families and even teachers of children with VFN in voice therapy can increase the effectiveness of therapy. The family’s involvement increases the child’s motivation in therapy. The mother’s presence during therapy, supporting the child or even doing the work with the child, can be a very important source of motivation for the child, who may already be tired from school and other activities. Thus, the mother’s involvement increases the child’s compliance with and interest in therapy. </jats:p></jats:sec>",crossref,0.40204091441788425
83,678,An in-depth examination of family child care providers and their engagement with outside systems using a mixed methods case study approach,,Sociology and Political Science,,10.1016/j.childyouth.2021.105959,"{'ORCID': 'http://orcid.org/0000-0002-6230-4582', 'authenticated-orcid': False, 'given': 'Alison', 'family': 'Hooper', 'sequence': 'first', 'affiliation': []}",,crossref,0.4015094642991235
1044,3946,Keyword Spotting with Neural Networks Used for Image Classification,2020-01-01 00:00:00,,Advances in Intelligent Systems and Computing,10.1007/978-981-15-0361-0_2,,,scopus,0.4014427370098448
90,752,Identify abnormal functional connectivity of resting state networks in Autism spectrum disorder and apply to machine learning-based classification,,Developmental Biology,,10.1016/j.brainres.2021.147299,"{'given': 'Jia-Wei', 'family': 'Sun', 'sequence': 'first', 'affiliation': []}",,crossref,0.39885390414451954
112,890,Effect and safety of acupuncture for autism spectrum disorders,,General Medicine,,10.1097/md.0000000000022269,"{'given': 'Ying', 'family': 'Zhang', 'sequence': 'first', 'affiliation': []}",,crossref,0.3984171784678325
763,1719,Autism Spectrum Disorder and Genetic Testing: Parents' Attitudes-Data from Turkish Sample.,2020-11-21 00:00:00,,Journal of autism and developmental disorders,10.1007/s10803-020-04798-5,,"We aimed to examine the opinions of parents' having a child with ASD, on genetic testing, in a Turkish sample. 951 parents' attitudes towards genetic testing were included. 89.1% of the parents did not take a genetic test during pregnancy. 87.6% of the parents agreed to take a genetic test if it could explain the cause of ASDs. 93% agreed to take a genetic test, if it would help to have a better treatment in the future. 63.8% of the participants would approve the storage of their DNA samples for the future studies. 94.8% considered being informed about the purpose of taking DNA material for the early diagnosis and 84.2% considered being suggested genetic tests for early diagnosis as important.",pubmed,0.39817182643088833
997,2241,A Model for Achieving Keyword Search on Dynamic Encrypted Cloud Data with Symmetric Key Based Verification,2021-01-01 00:00:00,,Lecture Notes in Electrical Engineering,10.1007/978-981-15-7504-4_45,,,scopus,0.39804321035544393
298,1186,Maternal iodine status in a multi-ethnic UK birth cohort: associations with autism spectrum disorder.,2020-12-05 00:00:00,,BMC pediatrics,10.1186/s12887-020-02440-y,,"Maternal iodine requirements increase during pregnancy to supply thyroid hormones essential for fetal brain development. Maternal iodine deficiency can lead to hypothyroxinemia, a reduced fetal supply of thyroid hormones which, in the first trimester, has been linked to an increased risk of autism spectrum disorder (ASD) in the child. No study to date has explored the direct link between maternal iodine deficiency and diagnosis of ASD in offspring.",pubmed,0.39794030538086933
31,273,A new bio-inspired metric based on eye movement data for classifying ASD and typically developing children,,Signal Processing,,10.1016/j.image.2021.116171,"{'given': 'Shuning', 'family': 'Xu', 'sequence': 'first', 'affiliation': []}",,crossref,0.3957758783817956
130,993,The early use of Antibiotics for at Risk CHildren with InfluEnza-like illness (ARCHIE): a double-blind randomised placebo-controlled trial,,Pulmonary and Respiratory Medicine,,10.1183/13993003.02819-2020,"{'given': 'Kay', 'family': 'Wang', 'sequence': 'first', 'affiliation': []}","<jats:sec><jats:title>Introduction</jats:title><jats:p>The UK government stockpiles co-amoxiclav to treat bacterial complications during influenza pandemics. This pragmatic trial examines whether early co-amoxiclav use reduces re-consultation due to clinical deterioration in “at risk” children presenting with influenza-like illness (ILI) in primary or ambulatory care.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>“At risk” children aged 6 months to 12 years presenting within f5 days of ILI onset were randomly assigned to oral co-amoxiclav 400/57 or placebo twice daily for 5 days (dosing based on age±weight). “At risk” groups included children with respiratory, cardiac, and neurological conditions. Randomisation was stratified by region and used a non-deterministic minimisation algorithm to balance age and current seasonal influenza vaccination status. Our target sample size was 650 children, which would have allowed us to detect a reduction in the proportion of children re-consulting due to clinical deterioration from 40% to 26% with 90% power and 5% two-tailed alpha error, including allowance for 25% loss to follow-up and an inflation factor of 1.041. Participants, caregivers and investigators were blinded to treatment allocation. Intention-to-treat analysis included all randomised participants with primary outcome data on re-consultation due to clinical deterioration within 28 days. Safety analysis included all randomised participants. Trial registration: <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""isrctn"" xlink:href=""70714783"">ISRCTN 70714783</jats:ext-link>. EudraCT 2013-002822-21.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>We recruited 271 children between February 11, 2015 and April 20, 2018. Primary outcome data were available for 265 children. Only 61/265 children (23.0%) re-consulted due to clinical deterioration. No evidence of a treatment effect was observed for re-consultation due to clinical deterioration (co-amoxiclav 33/133 (24.8%), placebo 28/132 (21.2%), adjusted risk ratio [RR] 1.16, 95% confidence interval [CI] 0.75 to 1.80). There was also no evidence of a difference between groups in the proportion of children for whom one or more adverse events were reported (co-amoxiclav 32/136 (23.5%), placebo 22/135 (16.3%), adjusted RR 1.45, 95% CI 0.90 to 2.34). Sixty-six adverse events were reported in total (co-amoxiclav n=37, placebo n=29). Nine serious adverse events were reported per group; none were considered related to study medication.</jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p>Our trial did not find evidence that treatment with co-amoxiclav reduces risk of re-consultation due to clinical deterioration in “at risk” children who present early with ILI during influenza season. Our findings therefore do not support early co-amoxiclav use in children with seasonal ILI.</jats:p></jats:sec>",crossref,0.39505158276648633
261,1142,A Genetics-First Approach to Dissecting the Heterogeneity of Autism: Phenotypic Comparison of Autism Risk Copy Number Variants.,,,The American journal of psychiatry,10.1176/appi.ajp.2020.20010015,,Certain copy number variants (CNVs) greatly increase the risk of autism. The authors conducted a genetics-first study to investigate whether heterogeneity in the clinical presentation of autism is underpinned by specific genotype-phenotype relationships.,pubmed,0.3946797430782986
260,1141,"SAFE, a new therapeutic intervention for families of children with autism: a randomised controlled feasibility trial.",2020-12-31 00:00:00,,BMJ open,10.1136/bmjopen-2020-038411,,"To establish the feasibility of a definitive randomised controlled trial of Systemic Autism-related Family Enabling (SAFE), an intervention for families of children with autism.",pubmed,0.39404810200755913
1033,3690,An Efficient Relational Database Keyword Search Scheme Based on Combined Candidate Network Evaluation,2020-01-01 00:00:00,,IEEE Access,10.1109/ACCESS.2020.2973217,,,scopus,0.392781559577685
843,1813,"Intronic Variant in <i>CNTNAP2</i> Gene in a Boy With Remarkable Conduct Disorder, Minor Facial Features, Mild Intellectual Disability, and Seizures.",2020-09-11 00:00:00,,Frontiers in pediatrics,10.3389/fped.2020.00550,,"<b>Introduction:</b> Mutations in the contactin-associated protein-like 2 (<i>CNTNAP2</i>) gene (MIM#604569) encoding for CASPR2, a cell adhesion protein of the neurexin family, are known to be associated with autism, intellectual disability, and other neuropsychiatric disorders. A set of intronic deletions of <i>CNTNAP2</i> gene has also been suggested to have a causative role in individuals with a wide phenotypic spectrum, including Pitt-Hopkins syndrome, cortical dysplasia-focal epilepsy syndrome, Tourette syndrome, language dysfunction, and abnormal behavioral manifestations. <b>Case presentation:</b> A 10-years-old boy was referred to the hospital with mild intellectual disability and language impairment. Moreover, the child exhibited minor facial features, epileptic seizures, and notable behavioral abnormalities including impulsivity, aggressivity, and hyperactivity suggestive of the diagnosis of disruptive, impulse-control and conduct disorder (CD). Array comparative genomic hybridization (CGH) revealed a copy number variant (CNV) deletion in the first intron of <i>CNTNAP2</i> gene inherited from a healthy father. <b>Conclusions:</b> A comprehensive description of the phenotypic features of the child is provided, revealing a distinct and remarkable alteration of social behavior not previously reported in individuals affected by disorders related to <i>CNTNAP2</i> gene disruptions. A possible causative link between the deletion of a non-coding regulatory region and the symptoms presented by the boy has been advanced.",pubmed,0.39269641094067714
17,102,An analysis model of diagnosis and treatment for COVID-19 pandemic based on medical information fusion,,Signal Processing,,10.1016/j.inffus.2021.02.016,"{'ORCID': 'http://orcid.org/0000-0002-3725-2936', 'authenticated-orcid': False, 'given': 'Fang', 'family': 'Hu', 'sequence': 'first', 'affiliation': []}",,crossref,0.3922522139173075
36,320,Identify autism spectrum disorder via dynamic filter and deep spatiotemporal feature extraction,,Signal Processing,,10.1016/j.image.2021.116195,"{'given': 'Weijie', 'family': 'Wei', 'sequence': 'first', 'affiliation': []}",,crossref,0.39195556283085714
162,1030,Dysbiotic Gut Microbiota and Dysregulation of Cytokine Profile in Children and Teens With Autism Spectrum Disorder.,2021-02-10 00:00:00,,Frontiers in neuroscience,10.3389/fnins.2021.635925,,"Inflammation and the gut-brain axis have been implicated in the pathogenesis of autism spectrum disorders (ASDs). To further understand the relationship between aberrant immune responses and dysbiotic features of the gut microbiome in ASD, we enrolled 45 ASD individuals and 41 healthy control subjects with ages ranging from 2 to 19 years. We found that ASD group subjects have significantly higher plasma levels of IL-2, IL-4, IL-5, IL-6, IL-10, TNF-α, TNF-β, and IFN-γ when compared to healthy controls (FDR-adjusted <i>p</i> < 0.05). The plasma levels of pro-inflammatory cytokines IFN-γ and IL-6 are found to be further associated with several largely pathogenic gut microbiota uniquely detected in subjects with ASD. Furthermore, the ASD gut microbiome is characterized by reduced levels of several beneficial microbiota, including <i>Bacteroides</i> (FDR-adjusted <i>p</i> < 0.01) and Lachnospiraceae (FDR-adjusted <i>p</i> < 0.001). Analysis of Lachnospiraceae family and genus level taxa suggested that relative abundances of such taxa are negatively correlated with pro-inflammatory signaling cytokines IFN-γ and IL-6, particularly in subjects with severe ASD as defined by CARS (<i>p</i> < 0.05). Several largely pathogenic genera are determined to be associated with the pro-inflammatory cytokines IFN-γ and IL-6 (FDR-adjusted <i>p</i> < 0.1). Additionally, IL-4 is significantly negatively correlated with CARS total score (<i>p</i> < 0.05). Based on such results, we propose that the association between the disturbances of specific cytokines and alterations in gut microbiota abundance observed in children and adolescents with ASD provides additional evidence on the induction of aberrant pro-inflammatory mechanisms in ASD and its early diagnosis.",pubmed,0.3907948679036904
23,212,Sleep disturbances and physical health problems in caregivers of children with ASD,,Developmental and Educational Psychology,,10.1016/j.ridd.2021.103932,"{'given': 'Brian', 'family': 'Lovell', 'sequence': 'first', 'affiliation': []}",,crossref,0.38977515700719584
